# Annotazioni dei componenti di terze parti - traguardo T-03, criterio 5.
#
# Formato dichiarato in pipeline/README-COMPONENTI.md. Dati separati da tabulazione, righe di
# commento con «#». Il controllo scripts/verifica-registro-componenti.sh confronta questo file con
# la distinta generata e FA FALLIRE la costruzione quando un componente è presente nella distinta
# e assente da qui, oppure quando un componente ha licenza segnata come incompatibile o
# indeterminabile. Modificare questo file senza leggere il README produce quasi sempre un errore
# che il README avrebbe evitato.
#
componente	versione	licenza_dichiarata	compatibilita_apache_2_0	motivo_inclusione	canale_di_avviso
@babel/plugin-transform-react-constant-elements	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-react-display-name	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-react. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-react-jsx	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/plugin-transform-react-jsx-development, @babel/preset-react. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-react-jsx-development	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-react. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-react-pure-annotations	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-react. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-regenerator	7.29.8	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-regexp-modifiers	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-reserved-words	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-runtime	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/babel. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-shorthand-properties	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-spread	7.29.8	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-sticky-regex	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-template-literals	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-typeof-symbol	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-typescript	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-typescript. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-unicode-escapes	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-unicode-property-regex	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-unicode-regex	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/plugin-transform-unicode-sets-regex	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/preset-env	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/babel, @svgr/webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/preset-modules	0.1.6-no-external-plugins	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/preset-react	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/babel, @svgr/webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/preset-typescript	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/babel, @svgr/webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/runtime	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/babel, @slorber/react-helmet-async, history e altri 4. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/template	7.29.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/core, @babel/helper-wrap-function, @babel/helpers e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/traverse	7.29.8	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/core, @babel/helper-create-class-features-plugin, @babel/helper-member-expression-to-functions e altri 15. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@babel/types	7.29.8	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/core, @babel/generator, @babel/helper-annotate-as-pure e altri 12. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@braintree/sanitize-url	7.1.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mermaid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@chevrotain/types	11.1.2	Apache-2.0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mermaid-js/parser. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@colors/colors	1.5.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cli-table3. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/cascade-layer-name-parser	2.0.5	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-custom-media, postcss-custom-properties, postcss-custom-selectors. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/color-helpers	5.1.0	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @csstools/css-color-parser, @csstools/postcss-text-decoration-shorthand. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/css-calc	2.1.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @csstools/css-color-parser, @csstools/postcss-exponential-functions, @csstools/postcss-media-minmax e altri 4. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/css-color-parser	3.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @csstools/postcss-alpha-function, @csstools/postcss-color-function, @csstools/postcss-color-function-display-p3-linear e altri 10. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/css-parser-algorithms	3.0.5	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @csstools/cascade-layer-name-parser, @csstools/css-calc, @csstools/css-color-parser e altri 28. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/css-tokenizer	3.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @csstools/cascade-layer-name-parser, @csstools/css-calc, @csstools/css-color-parser e altri 31. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/media-query-list-parser	4.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @csstools/postcss-media-minmax, @csstools/postcss-media-queries-aspect-ratio-number-values, postcss-custom-media. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-alpha-function	1.0.1	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-cascade-layers	5.0.2	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-color-function	4.0.12	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-color-function-display-p3-linear	1.0.1	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-color-mix-function	3.0.12	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-color-mix-variadic-function-arguments	1.0.2	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-content-alt-text	2.0.8	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-contrast-color-function	2.0.12	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-exponential-functions	2.0.9	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-font-format-keywords	4.0.0	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-gamut-mapping	2.0.11	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-gradients-interpolation-method	5.0.12	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
@csstools/postcss-hwb-function	4.0.12	MIT-0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira postcss-preset-env. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
